1,2,3,4,5,6
10.353,16.7195,10.8885,11.781,12.614,14.4585
11.186,16.184,11.6025,12.3165,12.495,15.5295
10.829,17.3145,10.948,11.9,12.852,14.8155
10.1745,17.136,10.948,11.4835,12.7925,15.827
